task_id,occupation,berufenet_id,sector,label_5cat,task_text_en,task_text_de,skill_1_id,skill_1_en,skill_1_de,skill_1_rel,skill_2_id,skill_2_en,skill_2_de,skill_2_rel,skill_3_id,skill_3_en,skill_3_de,skill_3_rel,n_skills
BN_0680,Business Economist for Tourism,59223.0,other,ai_assisted,Recognize the current situation and analyze tourism activities.,Die aktuelle Situation erkennen und Touristikaktivitäten analysieren.,SK-COG-006,Data Analysis & Interpretation,Datenanalyse und -auswertung,0.95,SK-COG-001,Critical Thinking,Kritisches Denken,0.85,SK-COG-011,Business Analysis,Geschäftsanalyse,0.7,3
BN_0681,Business Economist for Tourism,59223.0,other,ai_assisted,Find new and practical tourism concepts and marketing methods.,Neue und praktikable Touristikkonzepte sowie Vermarktungswege finden.,SK-COG-005,Creative Thinking,Kreatives Denken,0.9,SK-OPS-006,Marketing & Promotion,Marketing und Werbung,0.85,SK-DIG-018,E-Commerce & Digital Marketing,E-Commerce und digitales Marketing,0.7,3
BN_0682,Business Economist for Tourism,59223.0,other,ai_assisted,"Recognize changes in the market, such as the growing interest in cruises for younger people.","Änderungen im Markt erkennen, wie das wachsende Interesse an Kreuzfahrten für jüngere Menschen.",SK-COG-009,Strategic Thinking,Strategisches Denken,0.85,SK-COG-011,Business Analysis,Geschäftsanalyse,0.75,SK-COG-019,Taking Initiative,Eigeninitiative zeigen,0.7,3
BN_0683,Business Economist for Tourism,59223.0,other,ai_assisted,Plan the strategic direction of a tourism company.,Die strategische Ausrichtung eines Touristikunternehmens planen.,SK-COG-009,Strategic Thinking,Strategisches Denken,0.95,SK-COG-003,Planning & Organizing,Planen und Organisieren,0.8,SK-COG-004,Decision Making,Entscheidungsfindung,0.75,3
BN_0684,Business Economist for Tourism,59223.0,other,stays_with_you,Discuss concepts and adjust them if necessary.,Konzepte besprechen und gegebenenfalls anpassen.,SK-COG-018,Change Management,Veränderungsmanagement,0.85,SK-COG-002,Problem Solving,Problemlösung,0.7,SK-COG-004,Decision Making,Entscheidungsfindung,0.7,3
BN_0685,Business Economist for Tourism,59223.0,other,ai_assisted,Develop measures for crisis management.,Maßnahmen für das Krisenmanagement entwickeln.,SK-DOM-007,Emergency & Crisis Management,Notfall- und Krisenmanagement,0.95,SK-COG-010,Risk Assessment,Risikobewertung,0.85,SK-COG-003,Planning & Organizing,Planen und Organisieren,0.75,3
BN_0686,Business Economist for Tourism,59223.0,other,stays_with_you,"Support the implementation, coordinate tasks, and monitor interim goals.","Die Umsetzung begleiten, Aufgaben koordinieren und Zwischenziele überwachen.",SK-SOC-021,Coordinating Across Teams,Teamübergreifend koordinieren,0.85,SK-COG-003,Planning & Organizing,Planen und Organisieren,0.8,SK-OPS-020,Monitoring & Surveillance,Überwachung und Kontrolle,0.75,3
BN_0687,Business Economist for Tourism,59223.0,other,ai_assisted,Regularly review and adjust tourism activities and marketing concepts.,Touristikaktivitäten und Vermarktungskonzepte regelmäßig überprüfen und anpassen.,SK-OPS-006,Marketing & Promotion,Marketing und Werbung,0.85,SK-COG-018,Change Management,Veränderungsmanagement,0.8,SK-COG-009,Strategic Thinking,Strategisches Denken,0.75,3
BN_0688,Business Economist for Tourism,59223.0,other,ai_assisted,"Control the results, write a final report, and make suggestions for improvement.","Die Ergebnisse kontrollieren, einen Abschlussbericht schreiben und Verbesserungsvorschläge machen.",SK-SOC-002,Writing & Reporting,Schreiben und Berichten,0.9,SK-COG-006,Data Analysis & Interpretation,Datenanalyse und -auswertung,0.8,SK-COG-011,Business Analysis,Geschäftsanalyse,0.75,3
BN_0689,Business Economist for Environmental Economics,59226.0,other,ai_assisted,Develop environmental concepts.,Umweltkonzepte entwickeln.,SK-OPS-011,Environmental Management,Umweltmanagement,0.9,SK-COG-005,Creative Thinking,Kreatives Denken,0.85,SK-DOM-006,Policy & Regulation Development,Richtlinien- und Regelungsentwicklung,0.75,3
BN_0690,Business Economist for Environmental Economics,59226.0,other,ai_assisted,Economic actors in environmental management plan.,Wirtschaftsakteure im Umweltmanagement planen.,SK-COG-003,Planning & Organizing,Planen und Organisieren,0.95,SK-OPS-011,Environmental Management,Umweltmanagement,0.75,SK-COG-009,Strategic Thinking,Strategisches Denken,0.7,3
BN_0691,Business Economist for Environmental Economics,59226.0,other,stays_with_you,Discuss and adjust concepts.,Konzepte besprechen und anpassen.,SK-COG-018,Change Management,Veränderungsmanagement,0.85,SK-COG-009,Strategic Thinking,Strategisches Denken,0.7,,,,,2
BN_0692,Business Economist for Environmental Economics,59226.0,other,stays_with_you,implement environmental concepts and supervise sub-tasks.,Umweltkonzepte umsetzen und Teilaufgaben betreuen.,SK-OPS-011,Environmental Management,Umweltmanagement,0.9,SK-SOC-021,Coordinating Across Teams,Teamübergreifend koordinieren,0.75,SK-COG-003,Planning & Organizing,Planen und Organisieren,0.7,3
BN_0693,Business Economist for Environmental Economics,59226.0,other,ai_assisted,Follow laws and regulations.,Gesetze und Vorschriften einhalten.,SK-DOM-002,Regulatory Compliance,Regulatorische Compliance,0.95,SK-DOM-001,Legal Knowledge & Application,Rechtskenntnisse und -anwendung,0.85,,,,,2
BN_0694,Business Economist for Environmental Economics,59226.0,other,high_ai_potential,Regularly check environmental protection measures.,Umweltschutzmaßnahmen regelmäßig überprüfen.,SK-OPS-020,Monitoring & Surveillance,Überwachung und Kontrolle,0.9,SK-OPS-011,Environmental Management,Umweltmanagement,0.85,SK-DOM-002,Regulatory Compliance,Regulatorische Compliance,0.75,3
BN_0695,Business Economist for Environmental Economics,59226.0,other,automatable,Check successes and write reports.,Erfolge kontrollieren und Berichte schreiben.,SK-SOC-002,Writing & Reporting,Schreiben und Berichten,0.9,SK-OPS-020,Monitoring & Surveillance,Überwachung und Kontrolle,0.8,SK-COG-021,Accuracy & Thoroughness,Sorgfalt und Genauigkeit,0.7,3
BN_0696,Business Economist - Business Management,100730.0,other,ai_assisted,Recognize the current situation and analyze company activities.,Die aktuelle Situation erkennen und Unternehmensaktivitäten analysieren.,SK-COG-006,Data Analysis & Interpretation,Datenanalyse und -auswertung,0.9,SK-COG-011,Business Analysis,Geschäftsanalyse,0.85,SK-COG-007,Financial Analysis,Finanzanalyse,0.7,3
BN_0697,Business Economist - Business Management,100730.0,other,ai_assisted,Examine sales markets and create sales plans.,Absatzmärkte untersuchen und Verkaufspläne erstellen.,SK-OPS-005,Sales & Business Development,Vertrieb und Geschäftsentwicklung,0.85,SK-COG-003,Planning & Organizing,Planen und Organisieren,0.8,SK-COG-011,Business Analysis,Geschäftsanalyse,0.7,3
BN_0698,Business Economist - Business Management,100730.0,other,ai_assisted,Help shape the company's strategy.,Die Strategie des Unternehmens mitgestalten.,SK-COG-009,Strategic Thinking,Strategisches Denken,0.95,SK-COG-004,Decision Making,Entscheidungsfindung,0.75,,,,,2
BN_0699,Business Economist - Business Management,100730.0,other,ai_assisted,Identify weaknesses and develop improvement suggestions.,Schwachstellen erkennen und Verbesserungsvorschläge erarbeiten.,SK-COG-011,Business Analysis,Geschäftsanalyse,0.9,SK-COG-002,Problem Solving,Problemlösung,0.85,,,,,2
BN_0700,Business Economist - Business Management,100730.0,other,ai_assisted,Create financing plans and identify risks.,Finanzierungspläne aufstellen und Risiken benennen.,SK-COG-010,Risk Assessment,Risikobewertung,0.95,SK-COG-017,Budget & Financial Management,Budget- und Finanzmanagement,0.9,SK-COG-007,Financial Analysis,Finanzanalyse,0.75,3
BN_0701,Business Economist - Business Management,100730.0,other,high_ai_potential,Analyze and monitor financial transactions.,Finanzvorgänge analysieren und überwachen.,SK-COG-007,Financial Analysis,Finanzanalyse,0.9,SK-COG-006,Data Analysis & Interpretation,Datenanalyse und -auswertung,0.85,SK-OPS-020,Monitoring & Surveillance,Überwachung und Kontrolle,0.8,3
BN_0702,Business Economist - Business Management,100730.0,other,ai_assisted,Plan and manage production processes.,Produktionsprozesse planen und leiten.,SK-OPS-016,Production Planning,Produktionsplanung,0.95,SK-OPS-002,Operations Management,Betriebsmanagement,0.85,SK-COG-003,Planning & Organizing,Planen und Organisieren,0.75,3
BN_0703,Business Economist - Business Management,100730.0,other,stays_with_you,Discuss and adjust concepts.,Konzepte besprechen und anpassen.,SK-COG-018,Change Management,Veränderungsmanagement,0.85,SK-COG-020,Flexibility & Resilience,Flexibilität und Belastbarkeit,0.7,,,,,2
BN_0704,Business Economist - Business Management,100730.0,other,stays_with_you,Support implementation processes and coordinate tasks.,Umsetzungsprozesse unterstützen und Teilaufgaben koordinieren.,SK-SOC-021,Coordinating Across Teams,Teamübergreifend koordinieren,0.9,SK-COG-003,Planning & Organizing,Planen und Organisieren,0.8,SK-COG-018,Change Management,Veränderungsmanagement,0.75,3
BN_0705,Business Economist - Business Management,100730.0,other,ai_assisted,Develop and maintain systems for planning and control.,Systeme für Planung und Kontrolle entwickeln und pflegen.,SK-COG-013,Evaluating Processes & Systems,Prozesse und Systeme bewerten,0.85,SK-DIG-011,IT Architecture & Design,IT-Architektur und -Design,0.8,SK-DIG-004,IT Systems & Infrastructure,IT-Systeme und Infrastruktur,0.75,3
BN_0706,Business Economist - Business Management,100730.0,other,ai_assisted,Calculate costs and prices and improve workflows.,Kosten und Preise berechnen und Arbeitsabläufe verbessern.,SK-OPS-023,Pricing & Cost Estimation,Preiskalkulation und Kostenschätzung,0.95,SK-COG-016,Working with Numbers,Arbeiten mit Zahlen,0.9,SK-OPS-002,Operations Management,Betriebsmanagement,0.8,3
BN_0707,Business Economist - Business Management,100730.0,other,ai_assisted,Regularly review and adjust company activities.,Unternehmensaktivitäten regelmäßig überprüfen und anpassen.,SK-COG-018,Change Management,Veränderungsmanagement,0.85,SK-COG-011,Business Analysis,Geschäftsanalyse,0.8,SK-OPS-002,Operations Management,Betriebsmanagement,0.75,3
BN_0708,Business Economist - Business Management,100730.0,other,high_ai_potential,Review successes and write a final report.,Erfolge überprüfen und einen Abschlussbericht schreiben.,SK-SOC-002,Writing & Reporting,Schreiben und Berichten,0.95,SK-COG-013,Evaluating Processes & Systems,Prozesse und Systeme bewerten,0.85,SK-COG-021,Accuracy & Thoroughness,Sorgfalt und Genauigkeit,0.75,3
BN_0709,Business Economist for Insurance,59183.0,finance,stays_with_you,Investigate the insurance market and find out customer needs.,Den Versicherungsmarkt untersuchen und die Bedürfnisse der Kunden herausfinden.,SK-COG-008,Research & Analysis,Recherche und Analyse,0.95,SK-SOC-009,Customer Service,Kundenbetreuung,0.75,,,,,2
BN_0710,Business Economist for Insurance,59183.0,finance,ai_assisted,Develop marketable insurance products and services.,Marktfähige Versicherungsprodukte und Dienstleistungen entwickeln.,SK-DOM-005,Financial Advisory,Finanzberatung,0.85,SK-OPS-006,Marketing & Promotion,Marketing und Werbung,0.8,SK-OPS-005,Sales & Business Development,Vertrieb und Geschäftsentwicklung,0.75,3
BN_0711,Business Economist for Insurance,59183.0,finance,high_ai_potential,Make calculations for cost-effectiveness.,Berechnungen zur Wirtschaftlichkeit anfertigen.,SK-OPS-023,Pricing & Cost Estimation,Preiskalkulation und Kostenschätzung,0.9,SK-COG-016,Working with Numbers,Arbeiten mit Zahlen,0.9,SK-COG-007,Financial Analysis,Finanzanalyse,0.75,3
BN_0712,Business Economist for Insurance,59183.0,finance,stays_with_you,Discuss concepts and adjust if necessary.,Konzepte besprechen und bei Bedarf anpassen.,SK-COG-018,Change Management,Veränderungsmanagement,0.85,SK-COG-004,Decision Making,Entscheidungsfindung,0.7,,,,,2
BN_0713,Business Economist for Insurance,59183.0,finance,stays_with_you,Support the implementation process and coordinate sub-tasks.,Den Umsetzungsprozess unterstützen und Teilaufgaben koordinieren.,SK-SOC-021,Coordinating Across Teams,Teamübergreifend koordinieren,0.85,SK-COG-003,Planning & Organizing,Planen und Organisieren,0.8,SK-COG-018,Change Management,Veränderungsmanagement,0.75,3
BN_0714,Business Economist for Insurance,59183.0,finance,ai_assisted,Develop insurance concepts for specific target groups.,Versicherungskonzepte für bestimmte Zielgruppen entwickeln.,SK-DOM-005,Financial Advisory,Finanzberatung,0.9,SK-COG-009,Strategic Thinking,Strategisches Denken,0.85,SK-OPS-006,Marketing & Promotion,Marketing und Werbung,0.75,3
BN_0715,Business Economist for Insurance,59183.0,finance,stays_with_you,"Take on leadership tasks, such as managing projects or teams.","Führungsaufgaben übernehmen, wie die Leitung von Projekten oder Teams.",SK-SOC-005,Team Leadership,Teamführung,0.95,SK-OPS-007,Project Management,Projektmanagement,0.9,,,,,2
BN_0716,Business Economist for Advertising and Marketing Communication,100734.0,marketing,ai_assisted,Recognize the current situation and analyze marketing and advertising activities.,Die aktuelle Situation erkennen und Marketing- sowie Werbeaktivitäten analysieren.,SK-OPS-006,Marketing & Promotion,Marketing und Werbung,0.85,SK-COG-006,Data Analysis & Interpretation,Datenanalyse und -auswertung,0.8,,,,,2
BN_0717,Business Economist for Advertising and Marketing Communication,100734.0,marketing,ai_assisted,Develop new and actionable marketing and advertising strategies.,Neue und umsetzbare Marketing- und Werbestrategien entwickeln.,SK-OPS-006,Marketing & Promotion,Marketing und Werbung,0.95,SK-COG-009,Strategic Thinking,Strategisches Denken,0.88,SK-COG-005,Creative Thinking,Kreatives Denken,0.75,3
BN_0718,Business Economist for Advertising and Marketing Communication,100734.0,marketing,ai_assisted,Determine the unique selling advantage of a product.,Den einzigartigen Verkaufsvorteil eines Produkts festlegen.,SK-OPS-006,Marketing & Promotion,Marketing und Werbung,0.85,SK-COG-005,Creative Thinking,Kreatives Denken,0.8,SK-COG-009,Strategic Thinking,Strategisches Denken,0.75,3
BN_0719,Business Economist for Advertising and Marketing Communication,100734.0,marketing,ai_assisted,Define goals and target groups.,Ziele und Zielgruppen bestimmen.,SK-OPS-006,Marketing & Promotion,Marketing und Werbung,0.9,SK-COG-009,Strategic Thinking,Strategisches Denken,0.85,,,,,2
BN_0720,Business Economist for Advertising and Marketing Communication,100734.0,marketing,ai_assisted,Create media and advertising strategies and carry out media planning.,Medien- und Werbestrategien erstellen und die Mediaplanung durchführen.,SK-OPS-006,Marketing & Promotion,Marketing und Werbung,0.9,SK-COG-009,Strategic Thinking,Strategisches Denken,0.85,SK-COG-003,Planning & Organizing,Planen und Organisieren,0.8,3
BN_0721,Business Economist for Advertising and Marketing Communication,100734.0,marketing,stays_with_you,Discuss concepts and adjust them if necessary.,Konzepte besprechen und gegebenenfalls anpassen.,SK-COG-018,Change Management,Veränderungsmanagement,0.8,SK-COG-004,Decision Making,Entscheidungsfindung,0.75,,,,,2
BN_0722,Business Economist for Advertising and Marketing Communication,100734.0,marketing,ai_assisted,Analyze customer behavior with AI software and derive adjustments if needed.,Das Kundenverhalten mit KI-Software analysieren und gegebenenfalls Anpassungen ableiten.,SK-DIG-013,AI-Assisted Decision Making,KI-gestützte Entscheidungsfindung,0.9,SK-COG-006,Data Analysis & Interpretation,Datenanalyse und -auswertung,0.85,SK-COG-004,Decision Making,Entscheidungsfindung,0.75,3
BN_0723,Business Economist for Advertising and Marketing Communication,100734.0,marketing,stays_with_you,"Support implementation, coordinate sub-tasks, and monitor interim goals.","Die Umsetzung begleiten, Teilaufgaben koordinieren und Zwischenziele überwachen.",SK-SOC-021,Coordinating Across Teams,Teamübergreifend koordinieren,0.85,SK-COG-003,Planning & Organizing,Planen und Organisieren,0.8,SK-OPS-007,Project Management,Projektmanagement,0.75,3
BN_0724,Business Economist for Advertising and Marketing Communication,100734.0,marketing,stays_with_you,Negotiate with marketing and media service providers.,Verhandlungen mit Marketing- und Mediadienstleistern führen.,SK-SOC-003,Negotiation,Verhandlungsführung,0.95,SK-SOC-016,Persuasion & Influence,Überzeugen und Einfluss nehmen,0.75,SK-OPS-006,Marketing & Promotion,Marketing und Werbung,0.7,3
